name,age,height_cm,weight_kg,nationality,club,overall,potential,value_eur,wage_eur,preferred_foot,international_reputation,weak_foot,skill_moves,body_type,release_clause_eur,team_position,team_jersey_number,joined,contract_valid_until,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,player_league,likes,dislikes,follows,comments,minutes_played_overall,goals_overall,clean_sheets_overall
Óscar Alexander Whalley Guardado,24,191,80,Spain,Aarhus GF,65,70,525000,2000,Left,1,3,1,Lean,696000.0,GK,1,01/07/2018,2021,,,,,,,66.0,65.0,68.0,66.0,43.0,63.0,24,17,13,32,14,16,14,13,30,18,42,43,36,57,40,24,64,42,73,10,24,19,13,49,24,51,23,18,16,66,65,68,63,66, Danish Superliga (1),1.0,0.0,4.0,"[""Why can't the Mexican U-21 call him up. This has been one of Mexico's biggest problems in football. They always whine about how they need more Mexicans in Europe, but they never known call them up. I'm starting to think that Mexico's national team doesn't even know they exist."", 'He is mexican english and spanish xD', ""I hope the Mexican national team chooses him to play soon. He's good and a starter"", 'called up for Spain u-21', 'But he´s a mexican', 'born in Spain, its spanish and play for Spain U21', '3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",894,0,1
Alexei Coşelev,24,200,90,Moldova,Fortuna Sittard,65,70,525000,2000,Right,1,2,1,Normal,801000.0,GK,77,10/07/2018,2021,,,,,,,67.0,65.0,66.0,65.0,29.0,67.0,11,8,11,19,6,13,11,14,17,10,33,25,25,52,22,24,31,21,76,5,25,13,6,50,11,53,13,13,12,67,65,66,67,65, Holland Eredivisie (1),0.0,0.0,2.0,"['', 'MOTM performance vs Turkey today. Yeah i know they lost 4-0. ', 'They literally wouldve lost by 8 or 9 goals if he didnt pull out some absolute top-shelf saves. ', 'Very impressive 75/82', 'Deserves an upgrade', 'Was good against France!', '3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",3060,0,5
Matej Delač,25,190,80,Croatia,AC Horsens,65,67,450000,2000,Right,1,2,1,Normal,596000.0,GK,1,01/07/2018,2020,,,,,,,66.0,65.0,64.0,67.0,32.0,62.0,16,14,14,14,12,13,15,17,14,16,30,34,39,57,37,14,57,20,63,12,31,12,11,34,19,48,18-Jan,13,11,66,65,64,62,67, Danish Superliga (1),1.0,0.0,15.0,"[""Really sad story - he was best goalkeeper in Croatian league at age of 17 with his local club Inter Zapresic (also mine local club). He had amazing reflexes and was very mature. Although Inter was one of weakest teams in league, I remember he had 8 clean sheets in his debut season (correct me if I'm wrong). Then he left for Chelsea and countless loans started. He was better at age of 17 than he will be at age of 28."", 'Been at Chelsea for EIGHT years', 'He has absolutely no future at Chelsea. Sorry.', 'On loan from Chelsea', '3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",2360,0,8
Ofir Marciano,28,193,87,Israel,Hibernian,65,67,450000,2000,Right,1,3,1,Normal,821000.0,SUB,1,18/07/2017,2021,,,,,,,65.0,63.0,57.0,67.0,42.0,62.0,12,12,13,27,12,19,17,17,16,17,40,44,33,67,40,16,50,33,80,13,19,16,19,25,25,45,19,11,11,65,63,57,62,67, Scottish Premiership (1),1.0,0.0,2.0,"['3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",1724,0,7
Alessandro Damen,28,185,83,Netherlands,Excelsior,65,67,450000,2000,Right,1,2,1,Normal,686000.0,SUB,1,01/07/2014,2019,,,,,,,67.0,58.0,65.0,64.0,48.0,67.0,15,16,19,31,16,18,17,16,45,22,50,46,48,59,48,45,65,25,67,19,40,24,14,26,23,45,10,12,18,67,58,65,67,64, Holland Eredivisie (1),1.0,0.0,0.0,[],1905,0,3
Michael Langer,33,195,93,Austria,FC Schalke 04,65,65,270000,5000,Right,1,3,1,Normal,459000.0,SUB,34,04/08/2017,2019,,,,,,,64.0,62.0,60.0,65.0,32.0,67.0,13,14,14,29,11,11,12,12,25,21,31,32,22,62,34,15,50,32,83,13,35,15,15,44,13,41,19,12,13,64,62,60,67,65, German 1. Bundesliga (1),1.0,0.0,2.0,"[""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",0,0,0
Bora Körk,38,187,73,Turkey,Akhisar Belediyespor,65,65,40000,2000,Right,1,2,1,Normal,80000.0,SUB,35,08/07/2015,2019,,,,,,,68.0,61.0,68.0,64.0,57.0,62.0,15,14,12,18,13,13,12,15,11,12,54,59,41,65,54,16,57,34,50,11,40,26,13,33,21,45,14,15,14,68,61,68,62,64, Turkish Süper Lig (1),0.0,0.0,0.0,[],0,0,0
Brian Vandenbussche,36,196,92,Belgium,KSV Cercle Brugge,65,65,70000,2000,Left,1,3,1,Normal,102000.0,SUB,25,01/07/2017,2019,,,,,,,59.0,70.0,62.0,57.0,25.0,75.0,11,13,14,33,14,18,15,11,34,25,23,26,27,53,30,12,37,12,73,12,37,25,11,56,26,57,22,11,11,59,70,62,75,57, Belgian Jupiler Pro League (1),0.0,0.0,1.0,['© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com'],0,0,0
Jakub Szmatuła,37,188,81,Poland,Piast Gliwice,65,65,40000,1000,Right,1,3,1,Normal,54000.0,GK,1,01/07/2008,2019,,,,,,,63.0,67.0,66.0,65.0,32.0,67.0,9,14,14,21,12,13,11,11,13,17,30,33,39,53,38,24,50,21,64,9,38,22,16,47,14,67,16,15,12,63,67,66,67,65, Polish T-Mobile Ekstraklasa (1),2.0,1.0,1.0,['© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com'],1080,0,4
Eray Birniçan,29,188,89,Turkey,Kasimpaşa SK,65,65,375000,3000,Right,1,1,1,Normal,750000.0,SUB,34,09/07/2015,2019,,,,,,,58.0,60.0,53.0,72.0,52.0,73.0,15,12,16,22,15,15,13,13,26,20,52,52,55,60,55,16,59,32,71,17,42,13,12,45,24,47,14,11,13,58,60,53,73,72, Turkish Süper Lig (1),0.0,0.0,0.0,[],0,0,0
Alexander Stolz,34,189,89,Germany,TSG 1899 Hoffenheim,65,65,220000,6000,Right,1,2,1,Normal,374000.0,RES,33,21/08/2013,2019,,,,,,,69.0,67.0,66.0,63.0,45.0,63.0,12,15,11,23,14,14,9,14,38,22,44,46,50,56,32,23,67,41,64,14,37,19,12,25,21,50,14,19,10,69,67,66,63,63, German 1. Bundesliga (1),1.0,0.0,3.0,[],0,0,0
Jesper Rask,29,196,88,Denmark,Hobro IK,65,65,375000,2000,Right,1,3,1,Normal,469000.0,GK,1,01/08/2010,2019,,,,,,,63.0,67.0,53.0,67.0,33.0,64.0,17,14,14,17,12,13,16,15,20,24,36,31,31,59+1,26,12,43,22,68,15,21,24,13,44,12,54-1,27,17,17,63,67,53,64-2,67-1, Danish Superliga (1),1.0,0.0,0.0,[],2880,0,5
Freddie Woodman,21,188,83,England,Newcastle United,64,78,825000,5000,Right,1,2,1,Lean,2100000.0,RES,41,25/03/2014,2020,,,,,,,66.0,60.0,55.0,65.0,45.0,63.0,14,16,20,26,16,17,15,13,26,22,43,47,38,61,37,24,48,30,46,14,32,28,12,37,20,54,10,21,20,66,60,55,63,65, English Premier League (1),31.0,1.0,264.0,"['73/83', '', 'Add traits ---', 'Puncher ', '', 'Plays well, gets a massive downgrade... 👌', '71/83, will be a top prem GK in a few years', '68/80', '71/82', 'Glad he’s out on loan in the Championship for a side that are looking to challenge for promotion. ', 'Good signing for Swansea and he could have the same effect that Dean Henderson has at us last season', 'Should have 80 potential', 'happy?', 'not anymore', '3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",0,0,0
Kjell Scherpen,18,202,85,Netherlands,FC Emmen,64,78,750000,1000,Right,1,5,1,Normal,1600000.0,GK,12,01/07/2017,2020,,,,,,,64.0,63.0,61.0,65.0,42.0,63.0,11,9,10,26,8,12,12,13,25,17,37,46,37,60,42,19,42,37,69,8,25,7,8,31,12,51,14,11,10,64,63,61,63,65, Holland Eredivisie (1),17.0,0.0,88.0,"['Best GK for CM. I buy him in first Summer, 900 000$. And after training first season - 78! 2 season not train him, and in the end - 84! Unbelievable goalkeeper', ""When you've joined Ajax but the Ajax Board never forgets your Feyenoord bound!"", 'He was forced to write ""Ajax is the most beautiful club in Netherlands for 1000 times"" by Marc Overmars and Edwin Van Der Sar after joining Ajax 😂😉', 'He wasa Feyenoord fan growing up', '1000 times lol respect his hands', 'Yeah', 'What hands? they just wore away after that', ""Please tell me he hasn't stopped growing..."", 'He is actually a bit taller in real life', 'so that benfica guy not staying?', 'I hope he stays away from Benfica, Bruno Varela is so bad!', '*Bart Scherpen', 'xD', 'Welkom bij Ajax Kjell Scherpen ❌❌❌', '3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",3046,0,4
Dimitry Bertaud,20,180,85,France,Montpellier HSC,64,76,650000,3000,Right,1,3,1,Stocky,1400000.0,RES,16,01/07/2017,2023,,,,,,,67.0,60.0,58.0,70.0,52.0,59.0,14,15,19,26,19,16,14,14,25,22,48,55,35,56,61,21,50,42,63,19,26,25,12,20,18,48,12,17,21,67,60,58,59,70, French Ligue 1 (1),4.0,0.0,69.0,"['Glitched in Fifa 18, has Potential to be special', '', 'Hidden gem', 'Way too short imo', ' Ç', 'Pudo seguir mejorando pero no lo segui entrenando', '+12 en decembre de la premiere saison !', '3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",90,0,1
Jens Teunckens,20,189,85,Belgium,Royal Antwerp FC,64,75,600000,1000,Right,1,3,1,Normal,1000000.0,SUB,39,01/07/2018,2020,,,,,,,68.0,63.0,56.0,68.0,41.0,55.0,14,11,12,31,13,13,17,16,26,22,42,40-6,40-3,59,50-6,24,60,28,59,12,23,12,15,27,32,31,10,13,12,68+2,63,56,55,68+2, Belgian Jupiler Pro League (1),0.0,0.0,2.0,"['More potential', 'Should have 80-82 potential', '64/78', 'Potential needs a boost', 'First goalkeeper for U21 of Belgium. ', 'Massive game, better than Svilar when he got his chance in the first team. Everything positive.', '', 'Rating is fine, but potential should be 83. Watching how Belgian goalkeepers progress, Courtois, Casteels, Preud’homme and more, he shouldn’t have under 80 potential.', 'Most promising Belgian goalkeeper, should have 80 potential come on', 'Should have 78-79 potential', '3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",0,0,0
Adam Jakubech,21,188,85,Slovakia,LOSC Lille,64,75,600000,3000,Right,1,3,1,Normal,1300000.0,RES,1,26/07/2017,2022,,,,,,,63.0,62.0,64.0,66.0,40.0,61.0,11,6,12,23,8,13,11,13,20,13,36,44,35,65,24,26,60,27,70,6,19,10,5,39,10,51,12,10,13,63,62,64,61,66, French Ligue 1 (1),1.0,0.0,7.0,"[""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",0,0,0
Lucas Oliveira de França,22,194,86,Brazil,CD Nacional,64,74,550000,2000,Right,1,2,1,Normal,1300000.0,SUB,96,07/08/2018,2021,,,,,,,64.0,58.0,59.0,65.0,40.0,64.0,15,13,12,22,11,14,18,12,15,21,42,39,37,63,51,25,58,40,62,12,38,28,18,58,14,52,13,12,15,64,58,59,64,65, Portuguese Liga ZON SAGRES (1),0.0,0.0,1.0,"[""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",548,0,1
İsmail Çipe,23,197,82,Turkey,Galatasaray SK,64,73,525000,7000,Right,1,2,1,Normal,1100000.0,RES,33,01/09/2014,2019,,,,,,,63.0,66.0,64.0,64.0,45.0,64.0,14,18,15,17,15,17,12,18,19,16,45,45,33,53,32,21,57,25,57,14,16,16,15,43,17,32,15,15,17,63+1,66+4,64,64,64, Turkish Süper Lig (1),0.0,0.0,0.0,"['', 'Overrated, kinda like 21/22', '10/15', 'Galatasaray need to buy a decent Backup GK, anything happen to Muslera and they are screwed', 'Özeti seyrettim de yemin ederim okulda bizim fakülte takımının kalecisi daha iyi :((', '68/77', 'even worse than Eray', '3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",90,0,1
Eric Oelschlägel,22,193,85,Germany,Borussia Dortmund,64,73,525000,6000,Right,1,2,1,Normal,998000.0,RES,40,01/07/2018,2019,,,,,,,67.0,60.0,57.0,68.0,41.0,58.0,14,12,25,23,10,11,20,11,18,20,39,42,34,64,27,24,54,29,76,10,24,11,7,27,18,32,8,17,16,67,60,57,58,68, German 1. Bundesliga (1),1.0,1.0,6.0,"['Bremen sold him to Dortmund so he could help them beat Dortmund lol', 'Stop fucking talking.', '70/80', '70/82', ""We're proud of you boy!"", 'Give that man a cookie. What a save!!', 'Unreal save against Werder', 'He is good?', 'Welcome to Dortmund!', '3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",0,0,0
Jack Hamilton,24,189,75,Scotland,Dundee FC,64,72,500000,1000,Right,1,2,1,Normal,975000.0,GK,1,28/05/2018,2022,,,,,,,66.0,60.0,55.0,68.0,46.0,65.0,16,13,16,30,18,13,15,16,18,24,46,46,44,53,65,22,58,32,48,14,16,19,15,45,23,44,11,14,13,66,60,55,65,68, Scottish Premiership (1),1.0,0.0,4.0,"[""And there's a milliion goals I haven't stopped"", 'But just you wait, just you wait...', '', '(Platypope wasent trying to copy you but you beat me to the idea)', '65/74', 'My name in [Jack] Hamilton', 'My name in [Jack] Hamilton', ""And there's a million shots I haven't saved"", 'But just you wait', 'But just you wait', 'Underrated?', 'Deeply', 'How would you rate him?', '3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",1530,0,2
Jeppe Højbjerg,23,188,78,Denmark,Esbjerg fB,64,72,500000,2000,Left,1,2,1,Normal,725000.0,GK,16,01/01/2013,2019,,,,,,,68.0,65.0,66.0,58.0,49.0,63.0,19,13,15,37,14,16,13,18,34,18,48,49,44,55,55,25,57,28,60,18,20,18,10,40,23,51,23,18,17,68+4,65,66,63,58, Danish Superliga (1),0.0,0.0,5.0,"['I dont think so.', 'Nope mate.', 'Sådan som han spiller ligenu burde han have 48/60', ""Det er sku' også svært at være målmand i Esbjerg."", 'Han kunne sagtens være anden målmand i FCK.', 'De mangler jo en når Stephan smutter.', '63/74', 'Underrated AF! 65/75 would be more accurate', '3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",3196,0,13
Uğurcan Çakır,22,188,82,Turkey,Trabzonspor,64,71,475000,4000,Right,1,2,1,Lean,1000000.0,SUB,96,26/08/2014,2019,,,,,,,64.0,62.0,64.0,67.0,43.0,60.0,15,13,14,32,20,14,18,20,27,24,42,44,46,63,58,24,65,40,67,19,27,25,14,40,23,44,17,18,16,64,62,64,60,67, Turkish Süper Lig (1),7.0,1.0,25.0,"['He is amazing.', 'Are his stats accurate? If no what should they be', 'How is he on the ball', 'Not good enough for top clubs. Hope he will improve that.', '', '', '', '-Amazing against FB! ', '76/84', 'I hate him because he plays outstanding in all the Fenerbahce games but I have to say he is probably the best Turkish GK. He has been performing very good, and I could see him leaving in the summer', 'In overall, Muslera is the best goalie of the season so far but Uğurcan performed the best GK performance in a game and that was against Fenerbahçe.', 'Yeah I also think Muslera is the best GK, but for Ugurcan i said he was the best Turkish GK. His performance saved Trabzonspor many times this season ', 'What about Günok? What do you think about who should be chosen as the 1st goalie for EURO 2020?', 'Since Gunok played so good in the group stages and has more experience he should be the starter for Euros, but after that Tournament for the World Cup qualifications Ugurcan should be #1 with Altay Bayindir being his sub', '78/84', 'Underrated...', '77-83', '3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",1800,0,5
Alexander Schlager,22,184,77,Austria,LASK Linz,64,70,450000,2000,Right,1,3,1,Lean,743000.0,GK,1,01/07/2017,2020,,,,,,,65.0,61.0,59.0,66.0,28.0,63.0,20,14,17,25,13,13,14,16,18,23,25,31,32,57,40,20,37,22,33,18,26,13,6,34,22,33,28,18,16,65,61,59,63,66, Austrian Football Bundesliga (1),2.0,0.0,5.0,['© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com'],2790,0,13
Francesco Ruberto,25,184,80,Switzerland,FC Thun,64,70,450000,2000,Right,1,3,1,Normal,743000.0,SUB,18,01/07/2013,2019,,,,,,,68.0,65.0,64.0,65.0,43.0,60.0,14,18,19,23,14,21,12,12,18,21,44,42,39,55,56,22,50,21,55,13,19,22,18,11,22,54,5,13,13,68,65,64,60,65, Swiss Super League (1),0.0,0.0,0.0,['© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com'],0,0,0
Anthony Mandrea,21,186,78,France,Angers SCO,64,70,450000,2000,Right,1,2,1,Lean,990000.0,RES,40,13/09/2017,2020,,,,,,,68.0,56.0,58.0,72.0,45.0,60.0,13,17,15,28,16,16,14,20,19,18,41,49,33,59,55,20,51,28,62,14,24,19,15,15,23,51,12,19,21,68,56,58,60,72, French Ligue 1 (1),0.0,0.0,2.0,"['I just found him too!', 'This guy is glitched. ""An Exciting Prospect"" for me (86-90 pot).', 'Question is, will he really reach that potential?', 'Of course it is possible, players could always become late bloomers. But I think it’s something EA did to some players.', '3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",0,0,0
Leonardo Navacchio,25,189,77,Brazil,Portimonense SC,64,69,425000,2000,Right,1,2,1,Normal,924000.0,SUB,22,06/07/2015,2022,,,,,,,62.0,62.0,62.0,68.0,44.0,62.0,17,7,13,34,6,14,18,15,26,8,40,48,38,62,51,29,54,45,61,13,18,23,9,15,28,27,21,17,16,62,62,62,62,68, Portuguese Liga ZON SAGRES (1),0.0,0.0,0.0,[],630,0,1
Ozan Evrim Özenç,25,190,85,Turkey,Antalyaspor,64,69,425000,3000,Right,1,2,1,Normal,882000.0,SUB,1,03/02/2014,2021,,,,,,,62.0,63.0,62.0,66.0,50.0,65.0,13,15,11,26,17,13,12,14,17,22,42,56,33,59,45,18,67,22,73,17,18,21,16,24,22,50,20,12,19,62,63,62,65,66, Turkish Süper Lig (1),0.0,0.0,4.0,[],0,0,0
Aykut Özer,25,189,80,Turkey,Fortuna Sittard,64,67,400000,1000,Right,1,3,1,Normal,610000.0,SUB,1,08/08/2017,2019,,,,,,,66.0,64.0,62.0,64.0,49.0,63.0,13,19,9,24,13,16,17,12,16,23,43,54,46,56,41,37,66,24,64,15,29,24,18,29,16,54,13,14,12,66,64,62,63,64, Holland Eredivisie (1),0.0,0.0,0.0,['© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com'],0,0,0
Zlatan Alomerović,27,187,85,Serbia,Lechia Gdańsk,64,67,375000,2000,Right,1,2,1,Stocky,534000.0,SUB,1,14/06/2018,2021,,,,,,,64.0,60.0,64.0,68.0,37.0,60.0,16,11,13,31,11,14,16,12,22,21,36,38,39,60,42,19,65,24,70,12,31,12,8,30,20,52,9,14,11,64,60,64,60,68, Polish T-Mobile Ekstraklasa (1),4.0,0.0,4.0,"['Nope I\'m German but my real name is Tobias. I like calling me Neanderthal and that\'s ""Neandertaler"" in German. That\'s the story about my name (Tobias + Neandertaler = Tobiandertaler) :D', 'Ah! :D', 'There is only ONE zlatan', 'Much better than 65.', 'Off to kaiserslautern', ""Played today against Steua Bukharest, did well but wasn't challenged too much"", 'How dare you spell my beloved Steaua Bucureşti wrong!! :[', 'SOWWY!!!', 'OMG!', 'oops wrong place', 'BURN', '3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",824,0,2
Christoph Riegler,26,185,83,Austria,SKN St. Pölten,64,67,400000,3000,Right,1,2,1,Normal,610000.0,GK,1,01/07/2010,2019,,,,,,,65.0,63.0,59.0,65.0,30.0,59.0,13,8,12,25,5,10,11,13,18,11,28,32,32,62,47,26,64,21,73,7,22,10,7,53,16,32,12,14,10,65,63,59,59,65, Austrian Football Bundesliga (1),0.0,0.0,0.0,['© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com'],2880,0,11
Grzegorz Sandomierski,28,196,86,Poland,Jagiellonia Białystok,64,66,375000,2000,Left,1,3,1,Lean,534000.0,SUB,29,12/06/2018,2020,,,,,,,58.0,63.0,68.0,68.0,44.0,61.0,23,12,16,51,12,21,14,35,43,28,45,44,52,60,58,21,71,42,72,13,23,22,13,46,17,57,18,18,13,58,63,68,61,68, Polish T-Mobile Ekstraklasa (1),1.0,0.0,4.0,"[""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",821,0,4
Manuel Kuttin,24,194,94,Austria,FC Admira Wacker Mödling,64,66,400000,2000,Right,1,3,1,Normal,610000.0,SUB,29,01/01/2012,2019,,,,,,,65.0,60.0,69.0,66.0,35.0,61.0,12,11,22,32,15,20,24,13,18,28,34,35,26,61,40,34,32,14,70,19,25,19,6,40,16,33,11,16,21,65,60,69,61,66, Austrian Football Bundesliga (1),0.0,0.0,0.0,[],0,0,0
Delano van Crooij,27,185,75,Netherlands,VVV-Venlo,64,66,375000,2000,Right,1,4,1,Normal,572000.0,SUB,16,01/07/2015,2019,,,,,,,66.0,65.0,60.0,63.0,22.0,65.0,13,5,14,21,7,10,11,13,15,10,29,16,30,48,43,19,63,26,43,6,18,12,5,42,11,53,10,13,13,66,65,60,65,63, Holland Eredivisie (1),0.0,0.0,0.0,[],160,0,1
